mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,39,Jura,123.0,2022-11-30,0.0,2020-09-30,123.0,,58.0,112.0,2021-04-30,120.0,100.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,39,Jura,2778.0,2022-10-31,1339.0,2017-12-31,1439.0,107.0,1950.0,42.0,2020-12-31,1936.0,100.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,39,Jura,7513.0,2022-07-31,6260.0,2019-07-31,1253.0,20.0,4250.0,77.0,2021-02-28,,,,Recrutements depuis le mois d'août précédent
Pacte d'ambition pour l'insertion par l'activité économique,Nombre de bénéficiaires en structures d'insertion par l'activité économique,nb-beneficiaires-siae,39,Jura,1038.0,2022-09-30,859.0,2017-01-31,179.0,21.0,951.0,9.0,2021-02-28,1771.0,20.0,2022-12-31,bénéficiaires *
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,39,Jura,96625.0,2022-12-31,0.0,2017-12-31,96625.0,,,,,121316.0,80.0,2023-12-31,bénéficiaires
Déployer le plan vélo,Kilomètres d'aménagements cyclables sécurisés,km-amenagement-cyclables-securises,39,Jura,330.0,2022-12-31,170.0,2017-12-31,160.0,94.0,206.0,60.0,2020-09-30,226.0,100.0,2022-03-31,kilomètres
Verdir le parc automobile,Nombre de primes à la conversion et de bonus écologiques,nb-primes-conversion,39,Jura,6438.0,2022-12-31,0.0,2018-01-31,6438.0,,3551.0,81.0,2020-09-30,5740.0,100.0,2022-06-30,primes et bonus
Verdir le parc automobile,Nombre de bornes de recharge pour véhicules électriques déployées,nb-points-recharge,39,Jura,162.0,2022-12-31,25.0,2019-09-30,137.0,548.0,,,,383.0,38.0,2022-03-31,bornes de recharge
Mettre en œuvre la sortie du plastique à usage unique et lutter contre le gaspillage,Nombre de Français qui peuvent mettre tous les emballages dans le bac jaune,nb-francais-emballages-bac-jaune,39,Jura,260000.0,2022-12-31,260000.0,2017-06-30,0.0,0.0,260000.0,0.0,2020-06-30,260000.0,,2022-12-31,habitants
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Surface agricole cultivée en agriculture biologique,surface-agriculture-biologique,39,Jura,13.7,2021-12-31,10.5,2017-12-31,3.0,30.0,11.8,16.0,2019-12-31,15.0,71.0,2022-12-31,% de surface agricole
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Nombre d’agriculteurs engagés dans une démarche certifiée de transition agro-écologique,nb-agriculteurs-agro-eco,39,Jura,474.0,2021-12-31,301.0,2017-12-31,173.0,57.0,,,,565.0,66.0,2022-12-31,agriculteurs
Sécuriser le paiement des aides PAC,Taux de bénéficiaires payés dans les délais prévus,taux-paiement-dpb,39,Jura,99.82,2022-12-31,0.0,2017-12-31,100.0,,,,,99.0,100.0,2022-12-31,%
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,39,Jura,370780.0,2022-10-31,367936.0,2017-12-31,2844.0,1.0,,,,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,39,Jura,21.0,2021-12-31,15.0,2017-12-31,6.0,40.0,,,,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,39,Jura,70.0,2021-12-31,98.0,2017-12-31,-28.0,-29.0,,,,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,39,Jura,255.0,2022-12-31,0.0,2020-05-31,255.0,,29.0,779.0,2021-03-31,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,39,Jura,0.0,2021-06-30,5.0,2017-12-31,-5.0,-100.0,,,,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,39,Jura,1.0,2022-12-31,,,,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,39,Jura,22.0,2022-09-30,31.0,2017-12-31,-9.0,-29.0,15.0,47.0,2019-12-31,,,,morts dans l'année
Lutter contre la récidive par une meilleure insertion professionnelle des personnes placées sous main de justice,Taux de personnes détenues ayant bénéficié d'une formation dans l'année,tx-detenus-formation,39,Jura,7.0,2022-09-30,4.0,2021-06-30,3.0,75.0,,,,,,,% de détenus
Lutter contre la récidive par une meilleure insertion professionnelle des personnes placées sous main de justice,Postes de travail d’intérêt général proposés sur l’ensemble du territoire national en tant que peine,nb-postes-tig,39,Jura,114.0,2022-12-31,77.0,2021-03-31,37.0,48.0,,,,,,,postes
Lutter contre les impayés de pensions alimentaires,Nombre de familles bénéficiaires d'une pension alimentaire versée par l'intermédiaire du service public des pensions alimentaires,nb-familles-aripa,39,Jura,320.0,2022-10-31,0.0,2020-09-30,320.0,,21.0,1424.0,2021-03-31,899.0,36.0,2022-12-31,familles
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins audio,tx-equipements-audio,39,Jura,30.57,2022-06-30,0.0,2018-12-31,31.0,,9.03,239.0,2020-09-30,40.0,76.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins dentaires,tx-equipements-dentaire,39,Jura,62.44,2022-06-30,0.0,2019-03-31,62.0,,65.26,-4.0,2020-09-30,45.0,100.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins optiques,tx-equipements-optique,39,Jura,13.07,2022-06-30,0.0,2019-12-31,13.0,,11.0,19.0,2020-09-30,20.0,65.0,2022-12-31,%
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de maisons de santé pluri-professionnelles,nb-maisons-sante,39,Jura,19.0,2022-12-31,14.0,2017-06-30,5.0,36.0,14.0,36.0,2020-06-30,21.0,71.0,2022-12-31,maisons de santé
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de centres de santé,nb-centres-sante,39,Jura,2.0,2021-12-31,1.0,2017-12-31,1.0,100.0,,,,3.0,50.0,2022-12-31,centres de santé
Allonger le congé paternité pour un meilleur développement de l’enfant,Nombre de pères / conjoints prenant un congé de paternité,nb-peres-conge-paternite,39,Jura,1112.0,2021-12-31,994.0,2018-12-31,118.0,12.0,721.0,54.0,2020-09-30,1189.0,61.0,2022-12-31,pères / conjoints dans l'année
Simplifier l’accès aux droits des personnes handicapées,Durée moyenne de traitement pour les demandes d’allocation adulte handicapé,duree-moyenne-traitement-demandes-allocation-adulte-handicape,39,Jura,3.21,2022-09-30,3.7,2021-06-30,-0.0,-13.0,,,,3.0,70.0,2022-12-31,mois de traitement
MaPrimeRénov',Nombre de dossiers MaPrimeRénov' validés,nb-maprimerenov-valides,39,Jura,8311.0,2022-10-31,0.0,2019-12-31,8311.0,,1442.0,476.0,2021-03-31,7941.0,100.0,2022-12-31,dossiers validés
Faciliter l’accès au logement des personnes sans-abri,Nombre de personnes sans-abri ou en hébergement ayant obtenu un logement social,logement-sans-domicile-hebergement-urgence,39,Jura,169.0,2022-11-30,141.0,2017-12-31,28.0,20.0,198.0,-15.0,2019-12-31,211.0,40.0,2022-12-31,personnes dans l'année*
Améliorer la qualité du service rendu à l’usager,Part des lieux d’accueil du public qui publient leurs résultats (national et local),tx-transparence-resultats,39,Jura,79.0,2022-12-31,7.0,2017-12-31,72.0,1029.0,,,,100.0,77.0,2022-12-31,% de réseaux
Assurer une bonne couverture en internet fixe et en téléphonie mobile pour tous les Français d'ici 2022,Taux de déploiement de la fibre,taux-deploiement-fibre,39,Jura,34.0,2022-09-30,3.0,2017-12-31,31.0,1033.0,16.0,112.0,2020-09-30,,,,% de déploiement
Déployer une offre France services dans tous les territoires ,Nombre de labellisations (atteinte de l'objectif fixé),nb-labellisations-france-services,39,Jura,25.0,2022-12-31,3.0,2020-01-31,22.0,733.0,8.0,212.0,2020-09-30,25.0,100.0,2022-12-31,labellisations
Déployer le pass Culture,Nombre d’utilisateurs du pass Culture de 18 ans,nb-utilisateurs-pass-culture,39,Jura,4534.0,2022-12-31,0.0,2019-01-31,4534.0,,2.0,226600.0,2020-10-31,4694.0,97.0,2022-12-31,utilisateurs
Accompagner les aidants,Nombre de bénéficiaires d'un congé de proche aidant indemnisé,nb-beneficiaires-ajpa,39,Jura,29.0,2022-12-31,0.0,2020-09-30,29.0,,,,,180.0,16.0,2022-12-31,bénéficiaires
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les petites villes (- de 20 000 habitants),nb-logements-renoves-petites-villes,39,Jura,101.0,2022-06-30,0.0,2020-09-30,101.0,,,,,,,,logements rénovés
Redynamiser les cœurs de ville,Nombre de logements ayant bénéficié d'un accompagnement (réhabilitation ou subvention),nb-logement-accompagnement,39,Jura,520.0,2022-09-30,0.0,2019-12-31,520.0,,347.0,50.0,2021-03-31,,,,logements
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les villes moyennes (+ de 20 000 habitants),nb-logement-accompagnement,39,Jura,520.0,2022-09-30,0.0,2019-12-31,520.0,,347.0,50.0,2021-03-31,,,,logements rénovés
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d'enfants ayant suivi un cycle d’Aisance Aquatique,nb-cycle-aisance-aquatique,39,Jura,108.0,2022-12-31,0.0,2019-03-31,108.0,,,,,313.0,35.0,2022-12-31,enfants
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d’attestations « savoir rouler à vélo » délivrées,nb-attestations-savoir-rouler-velo,39,Jura,1142.0,2022-12-31,0.0,2019-03-31,1142.0,,4.0,28450.0,2021-06-30,730.0,100.0,2022-12-31,attestations
Simplifier l’accès à l’aide juridictionnelle,Nombre de demandes d'aide juridictionnelle formulées par voie dématérialisée,nb-aide-juridictionnelle-dematerialisee,39,Jura,5.2,2022-11-30,0.0,2021-01-31,5.0,,,,,15.0,35.0,2022-12-31,% des demandes *
Garantir l'égalité professionnelle entre les femmes et les hommes,Part des entreprises respectant leur obligation de publier l’index égalité professionnelle,tx-entreprise-egalite-pro,39,Jura,82.0,2022-12-31,0.0,2019-03-31,82.0,,,,,90.0,91.0,2022-12-31,%
