mesure,indicateur,id_indicateur,code_region,libelle_region,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,cible,pourcentage_cible,date_cible,unite
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,93,Provence-Alpes-Côte d'Azur,19083.0,2021-12-31,0.0,2020-05-31,19083.0,,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,93,Provence-Alpes-Côte d'Azur,399.0,2020-12-31,160.0,2017-12-31,239.0,149.0,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,93,Provence-Alpes-Côte d'Azur,148.0,2021-12-31,177.0,2018-12-31,-29.0,-16.0,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,93,Provence-Alpes-Côte d'Azur,293.0,2021-12-31,346.0,2017-12-31,-53.0,-15.0,,,,morts
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,44,Grand Est,5578141.0,2022-01-31,5281563.0,2017-12-31,296578.0,6.0,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,44,Grand Est,1257.0,2021-12-31,1153.0,2017-12-31,104.0,9.0,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,44,Grand Est,3176.0,2021-12-31,3596.0,2017-12-31,-420.0,-12.0,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,44,Grand Est,4151.0,2021-12-31,0.0,2020-05-31,4151.0,,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,44,Grand Est,217.0,2020-12-31,82.0,2017-12-31,135.0,165.0,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,44,Grand Est,675.0,2021-12-31,138.0,2018-12-31,537.0,389.0,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,44,Grand Est,241.0,2021-12-31,281.0,2017-12-31,-40.0,-14.0,,,,morts
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,76,Occitanie,6343493.0,2022-01-31,6114011.0,2017-12-31,229482.0,4.0,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,76,Occitanie,1449.0,2021-12-31,1478.0,2017-12-31,-29.0,-2.0,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,76,Occitanie,6081.0,2021-12-31,7353.0,2017-12-31,-1272.0,-17.0,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,76,Occitanie,7512.0,2021-12-31,0.0,2020-05-31,7512.0,,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,76,Occitanie,284.0,2020-12-31,146.0,2017-12-31,138.0,95.0,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,76,Occitanie,499.0,2021-12-31,52.0,2018-12-31,447.0,860.0,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,76,Occitanie,357.0,2021-12-31,392.0,2017-12-31,-35.0,-9.0,,,,morts
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,28,Normandie,3428437.0,2022-01-31,3135245.0,2017-12-31,293192.0,9.0,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,28,Normandie,461.0,2021-12-31,550.0,2017-12-31,-89.0,-16.0,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,28,Normandie,1584.0,2021-12-31,1749.0,2017-12-31,-165.0,-9.0,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,28,Normandie,4610.0,2021-12-31,0.0,2020-05-31,4610.0,,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,28,Normandie,217.0,2020-12-31,72.0,2017-12-31,145.0,201.0,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,28,Normandie,43.0,2021-12-31,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,28,Normandie,155.0,2021-12-31,191.0,2017-12-31,-36.0,-19.0,,,,morts
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,75,Nouvelle-Aquitaine,6195792.0,2022-01-31,5806893.0,2017-12-31,388899.0,7.0,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,75,Nouvelle-Aquitaine,906.0,2021-12-31,951.0,2017-12-31,-45.0,-5.0,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,75,Nouvelle-Aquitaine,3917.0,2021-12-31,4286.0,2017-12-31,-369.0,-9.0,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,75,Nouvelle-Aquitaine,4871.0,2021-12-31,0.0,2020-05-31,4871.0,,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,75,Nouvelle-Aquitaine,280.0,2020-12-31,113.0,2017-12-31,167.0,148.0,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,75,Nouvelle-Aquitaine,120.0,2021-12-31,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,75,Nouvelle-Aquitaine,349.0,2021-12-31,362.0,2017-12-31,-13.0,-4.0,,,,morts
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,24,Centre-Val de Loire,2534470.0,2022-01-31,2697668.0,2017-12-31,-163198.0,-6.0,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,24,Centre-Val de Loire,511.0,2021-12-31,591.0,2017-12-31,-80.0,-14.0,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,24,Centre-Val de Loire,1534.0,2021-12-31,1710.0,2017-12-31,-176.0,-10.0,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,24,Centre-Val de Loire,2878.0,2021-12-31,0.0,2020-05-31,2878.0,,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,24,Centre-Val de Loire,101.0,2020-12-31,55.0,2017-12-31,46.0,84.0,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,24,Centre-Val de Loire,101.0,2021-12-31,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,24,Centre-Val de Loire,140.0,2021-12-31,192.0,2017-12-31,-52.0,-27.0,,,,morts
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,27,Bourgogne-Franche-Comté,3194089.0,2022-01-31,3243281.0,2017-12-31,-49192.0,-2.0,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,27,Bourgogne-Franche-Comté,450.0,2021-12-31,449.0,2017-12-31,1.0,0.0,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,27,Bourgogne-Franche-Comté,1189.0,2021-12-31,1698.0,2017-12-31,-509.0,-30.0,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,27,Bourgogne-Franche-Comté,2995.0,2021-12-31,0.0,2020-05-31,2995.0,,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,27,Bourgogne-Franche-Comté,103.0,2020-12-31,30.0,2017-12-31,73.0,243.0,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,27,Bourgogne-Franche-Comté,243.0,2021-12-31,13.0,2018-12-31,230.0,1769.0,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,27,Bourgogne-Franche-Comté,180.0,2021-12-31,244.0,2017-12-31,-64.0,-26.0,,,,morts
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,53,Bretagne,2699494.0,2022-01-31,2696803.0,2017-12-31,2691.0,0.0,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,53,Bretagne,544.0,2021-12-31,517.0,2017-12-31,27.0,5.0,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,53,Bretagne,1646.0,2021-12-31,1972.0,2017-12-31,-326.0,-17.0,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,53,Bretagne,2419.0,2021-12-31,0.0,2020-05-31,2419.0,,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,53,Bretagne,111.0,2020-12-31,44.0,2017-12-31,67.0,152.0,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,53,Bretagne,39.0,2021-12-31,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,53,Bretagne,147.0,2021-12-31,177.0,2017-12-31,-30.0,-17.0,,,,morts
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,94,Corse,587854.0,2022-01-31,526289.0,2017-12-31,61565.0,12.0,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,94,Corse,22.0,2021-12-31,23.0,2017-12-31,-1.0,-4.0,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,94,Corse,76.0,2021-12-31,74.0,2017-12-31,2.0,3.0,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,94,Corse,169.0,2021-12-31,0.0,2020-05-31,169.0,,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,94,Corse,5.0,2020-09-30,0.0,2017-06-30,5.0,,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,94,Corse,0.0,2021-12-31,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,94,Corse,30.0,2021-12-31,30.0,2017-12-31,0.0,0.0,,,,morts
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,52,Pays de la Loire,3253741.0,2022-01-31,2894031.0,2017-12-31,359710.0,12.0,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,52,Pays de la Loire,859.0,2021-12-31,802.0,2017-12-31,57.0,7.0,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,52,Pays de la Loire,3118.0,2021-12-31,3037.0,2017-12-31,81.0,3.0,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,52,Pays de la Loire,1595.0,2021-12-31,0.0,2020-05-31,1595.0,,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,52,Pays de la Loire,97.0,2020-12-31,28.0,2017-12-31,69.0,246.0,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,52,Pays de la Loire,189.0,2021-12-31,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,52,Pays de la Loire,160.0,2021-12-31,215.0,2017-12-31,-55.0,-26.0,,,,morts
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,11,Île-de-France,14160000.0,2022-01-31,10331587.0,2017-12-31,3828413.0,37.0,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,11,Île-de-France,14594.0,2021-12-31,15985.0,2017-12-31,-1391.0,-9.0,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,11,Île-de-France,62415.0,2021-12-31,73666.0,2017-12-31,-11251.0,-15.0,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,11,Île-de-France,31104.0,2021-12-31,0.0,2020-05-31,31104.0,,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,11,Île-de-France,799.0,2020-12-31,428.0,2017-12-31,371.0,87.0,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,11,Île-de-France,1754.0,2021-12-31,2651.0,2018-12-31,-897.0,-34.0,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,11,Île-de-France,292.0,2021-12-31,319.0,2017-12-31,-27.0,-8.0,,,,morts
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,01,Guadeloupe,600027.0,2022-01-31,607406.0,2021-12-31,-7379.0,-1.0,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,01,Guadeloupe,24.0,2021-12-31,43.0,2017-12-31,-19.0,-44.0,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,01,Guadeloupe,34.0,2021-12-31,62.0,2017-12-31,-28.0,-45.0,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,01,Guadeloupe,465.0,2021-12-31,0.0,2020-05-31,465.0,,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,01,Guadeloupe,25.0,2020-09-30,11.0,2017-12-31,14.0,127.0,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,01,Guadeloupe,8.0,2021-12-31,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,01,Guadeloupe,65.0,2021-12-31,41.0,2017-12-31,24.0,59.0,,,,morts
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,02,Martinique,445212.0,2022-01-31,444319.0,2021-12-31,893.0,0.0,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,02,Martinique,48.0,2021-12-31,60.0,2017-12-31,-12.0,-20.0,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,02,Martinique,36.0,2021-12-31,79.0,2017-12-31,-43.0,-54.0,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,02,Martinique,601.0,2021-12-31,0.0,2020-05-31,601.0,,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,02,Martinique,51.0,2020-12-31,0.0,2017-03-31,51.0,,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,02,Martinique,0.0,2021-12-31,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,02,Martinique,29.0,2021-12-31,30.0,2017-12-31,-1.0,-3.0,,,,morts
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,03,Guyane,966364.0,2022-01-31,977430.0,2021-12-31,-11066.0,-1.0,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,03,Guyane,42.0,2021-12-31,58.0,2017-12-31,-16.0,-28.0,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,03,Guyane,53.0,2021-12-31,91.0,2017-12-31,-38.0,-42.0,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,03,Guyane,162.0,2021-12-31,0.0,2020-05-31,162.0,,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,03,Guyane,14.0,2020-12-31,0.0,2017-12-31,14.0,,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,03,Guyane,0.0,2021-12-31,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,03,Guyane,35.0,2021-12-31,26.0,2017-12-31,9.0,35.0,,,,morts
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,04,La Réunion,743665.0,2022-01-31,734486.0,2021-12-31,9179.0,1.0,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,04,La Réunion,206.0,2021-12-31,281.0,2017-12-31,-75.0,-27.0,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,04,La Réunion,170.0,2021-12-31,284.0,2017-12-31,-114.0,-40.0,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,04,La Réunion,321.0,2021-12-31,0.0,2020-05-31,321.0,,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,04,La Réunion,30.0,2020-12-31,9.0,2017-09-30,21.0,233.0,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,04,La Réunion,32.0,2021-12-31,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,04,La Réunion,41.0,2021-12-31,47.0,2017-12-31,-6.0,-13.0,,,,morts
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,06,Mayotte,482849.0,2022-01-31,491257.0,2021-12-31,-8408.0,-2.0,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,06,Mayotte,33.0,2021-12-31,22.0,2017-12-31,11.0,50.0,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,06,Mayotte,23.0,2021-12-31,24.0,2017-12-31,-1.0,-4.0,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,06,Mayotte,22.0,2021-12-31,0.0,2020-05-31,22.0,,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,06,Mayotte,0.0,2020-09-30,0.0,2017-12-31,0.0,,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,06,Mayotte,6.0,2021-12-31,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,06,Mayotte,12.0,2021-12-31,8.0,2017-12-31,4.0,50.0,,,,morts
